Name,ApiName,IsCustom,Description,IngestedBy,PopulatedBy,CreatedBy,CreatedDate,LastModifiedBy,LastModifiedDate,Owners,Stakeholders,IsFollowing,Definition,Notes,ManagedPackage,RawSalesforceId,SourceUrl
AI Application,AIApplication,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AIApplication/Details/view
AI Application config,AIApplicationConfig,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AIApplicationConfig/Details/view
AI Insight Action,AIInsightAction,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AIInsightAction/Details/view
AI Insight Feedback,AIInsightFeedback,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AIInsightFeedback/Details/view
AI Insight Reason,AIInsightReason,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AIInsightReason/Details/view
AI Insight Value,AIInsightValue,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AIInsightValue/Details/view
AI Prediction Event,AIPredictionEvent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AIPredictionEvent/Details/view
AI Record Insight,AIRecordInsight,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AIRecordInsight/Details/view
AI Trust Attribute Setup,AITrustAttrSetup,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AITrustAttrSetup/Details/view
AI Trust Attribute,AITrustAttribute,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AITrustAttribute/Details/view
Accepted Event Relation,AcceptedEventRelation,False,,,,,,,,Billy Boydston,"Brad Smith, Jack Mcglinchey",False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AcceptedEventRelation/Details/view
Account,Account,False,,"Hubspot, Fivetran Data Loader, Salesforce Integration for Zendesk, Scratchpad, Qualified, Gong Integration App, UserGems, Maxio Platform Integration","Hubspot, Maxio",Captain Jack Sparrow,2024-06-03T19:43,Captain Jack Sparrow,2024-06-03T19:43,Brad Smith,,False,"The ""Account"" object in Salesforce represents a unique organization or individual that your company interacts with. It serves as a central entity for storing and managing information related to customers, partners, competitors, or any other external contacts relevant to your business. ",,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/Account/Details/view
Account Contact Relationship,AccountContactRelation,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AccountContactRelation/Details/view
Account Contact Role,AccountContactRole,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AccountContactRole/Details/view
Account Feed,AccountFeed,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AccountFeed/Details/view
Account History,AccountHistory,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AccountHistory/Details/view
Account Partner,AccountPartner,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AccountPartner/Details/view
Account Share,AccountShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AccountShare/Details/view
Account Team Member,AccountTeamMember,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AccountTeamMember/Details/view
Action Link Group Template,ActionLinkGroupTemplate,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionLinkGroupTemplate/Details/view
Action Link Template,ActionLinkTemplate,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionLinkTemplate/Details/view
Action Plan,ActionPlan,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlan/Details/view
Action Plan Feed,ActionPlanFeed,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlanFeed/Details/view
Action Plan Item,ActionPlanItem,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlanItem/Details/view
Action Plan Item Dependency,ActionPlanItemDependency,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlanItemDependency/Details/view
Action Plan Share,ActionPlanShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlanShare/Details/view
Action Plan Template,ActionPlanTemplate,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlanTemplate/Details/view
Action Plan Template Item,ActionPlanTemplateItem,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlanTemplateItem/Details/view
Action Plan Template Item Value,ActionPlanTemplateItemValue,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlanTemplateItemValue/Details/view
Action Plan Template Share,ActionPlanTemplateShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlanTemplateShare/Details/view
Action Plan Template Version,ActionPlanTemplateVersion,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlanTemplateVersion/Details/view
Action Plan Template Package Config,ActionPlanTmplPkgConfig,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlanTmplPkgConfig/Details/view
Action Plan Template Item Dependency,ActionPlnTmplItmDependency,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActionPlnTmplItmDependency/Details/view
Activation Target,ActivationTarget,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTarget/Details/view
Activation Target Feed,ActivationTargetFeed,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTargetFeed/Details/view
Activation Target History,ActivationTargetHistory,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTargetHistory/Details/view
Activation Target Platform,ActivationTargetPlatform,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTargetPlatform/Details/view
Activation Target Platform History,ActivationTargetPlatformHistory,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTargetPlatformHistory/Details/view
Activation Target Platform Share,ActivationTargetPlatformShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTargetPlatformShare/Details/view
Activation Target Secure FTP,ActivationTargetSecureFTP,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTargetSecureFTP/Details/view
Activation Target Share,ActivationTargetShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTargetShare/Details/view
Activation Target Internal Organization Access,ActivationTrgtIntOrgAccess,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTrgtIntOrgAccess/Details/view
Activation Target Internal Organization Access Feed,ActivationTrgtIntOrgAccessFeed,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTrgtIntOrgAccessFeed/Details/view
Activation Target Internal Organization Access History,ActivationTrgtIntOrgAccessHistory,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTrgtIntOrgAccessHistory/Details/view
Activation Target Internal Organization Access Share,ActivationTrgtIntOrgAccessShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivationTrgtIntOrgAccessShare/Details/view
Active Feature License Metric,ActiveFeatureLicenseMetric,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActiveFeatureLicenseMetric/Details/view
Active Permission Set License Metric,ActivePermSetLicenseMetric,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivePermSetLicenseMetric/Details/view
Active Profile Metric,ActiveProfileMetric,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActiveProfileMetric/Details/view
Activity Field History,ActivityFieldHistory,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivityFieldHistory/Details/view
Activity History,ActivityHistory,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivityHistory/Details/view
Activity User Connection Status,ActivityUsrConnectionStatus,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActivityUsrConnectionStatus/Details/view
Activation Target Platform Field Value,ActvTgtPlatformFieldValue,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActvTgtPlatformFieldValue/Details/view
Activation Target Platform Field Value History,ActvTgtPlatformFieldValueHistory,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActvTgtPlatformFieldValueHistory/Details/view
Activation Target Platform Field Value Share,ActvTgtPlatformFieldValueShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ActvTgtPlatformFieldValueShare/Details/view
Additional Directory Number,AdditionalNumber,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AdditionalNumber/Details/view
Aggregate Result,AggregateResult,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AggregateResult/Details/view
Alternative Payment Method,AlternativePaymentMethod,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AlternativePaymentMethod/Details/view
Alternative Payment Method Share,AlternativePaymentMethodShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AlternativePaymentMethodShare/Details/view
Analytics Recipe Completed Event,AnalyticRecipeCompleteEvent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AnalyticRecipeCompleteEvent/Details/view
Analytics Change Event Log,AnalyticsChangeEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AnalyticsChangeEventLog/Details/view
Analytics Download Event Log,AnalyticsDownloadEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AnalyticsDownloadEventLog/Details/view
Analytics Interaction Event Log,AnalyticsInteractEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AnalyticsInteractEventLog/Details/view
Analytics Licensed Asset,AnalyticsLicensedAsset,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AnalyticsLicensedAsset/Details/view
Analytics Performance Event Log,AnalyticsPerfEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AnalyticsPerfEventLog/Details/view
AnalyticsTaskStatusEvent,AnalyticsTaskStatusEvent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AnalyticsTaskStatusEvent/Details/view
Analytics Data Asset Usage Event Store,AnlytDataAssetEventStore,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AnlytDataAssetEventStore/Details/view
Analytics Data Asset Usage Event,AnlytDataAssetUsageEvent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AnlytDataAssetUsageEvent/Details/view
Announcement,Announcement,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/Announcement/Details/view
Apex Callout Event Log,ApexCalloutEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexCalloutEventLog/Details/view
Apex Class,ApexClass,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexClass/Details/view
Visualforce Component,ApexComponent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexComponent/Details/view
Apex Email Notification,ApexEmailNotification,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexEmailNotification/Details/view
Apex Execution Event Log,ApexExecutionEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexExecutionEventLog/Details/view
Apex External Callout Event Log,ApexExtlCalloutEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexExtlCalloutEventLog/Details/view
Apex Debug Log,ApexLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexLog/Details/view
Visualforce Page,ApexPage,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexPage/Details/view
Apex Page Info,ApexPageInfo,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexPageInfo/Details/view
Apex Rest Api Event Log,ApexRestApiEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexRestApiEventLog/Details/view
Apex Soap API Event Log,ApexSoapApiEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexSoapApiEventLog/Details/view
Apex Test Queue Item,ApexTestQueueItem,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexTestQueueItem/Details/view
Apex Test Result,ApexTestResult,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexTestResult/Details/view
Apex Test Result Limit,ApexTestResultLimits,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexTestResultLimits/Details/view
Apex Test Run Result,ApexTestRunResult,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexTestRunResult/Details/view
Apex Test Suite,ApexTestSuite,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexTestSuite/Details/view
Apex Trigger,ApexTrigger,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexTrigger/Details/view
Apex Trigger Event Log,ApexTriggerEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexTriggerEventLog/Details/view
Apex Type Implementor,ApexTypeImplementor,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexTypeImplementor/Details/view
Apex Unexpected Exception Event Log,ApexUnexpectedExcpEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApexUnexpectedExcpEventLog/Details/view
API Anomaly Event,ApiAnomalyEvent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApiAnomalyEvent/Details/view
API Anomaly Event Store,ApiAnomalyEventStore,False,,"Sonar, Workbench, Sonar Development",,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApiAnomalyEventStore/Details/view
API Anomaly Event Store Feed,ApiAnomalyEventStoreFeed,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApiAnomalyEventStoreFeed/Details/view
API Event,ApiEvent,False,,"Sonar, Workbench, Sonar Development",,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApiEvent/Details/view
API Event Stream,ApiEventStream,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApiEventStream/Details/view
API Total Usage Event Log,ApiTotalUsageEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/ApiTotalUsageEventLog/Details/view
App Analytics Query Request,AppAnalyticsQueryRequest,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AppAnalyticsQueryRequest/Details/view
App Definition,AppDefinition,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AppDefinition/Details/view
AppMenuItem,AppMenuItem,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AppMenuItem/Details/view
App Tab Member,AppTabMember,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AppTabMember/Details/view
Application Usage Assignment,AppUsageAssignment,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AppUsageAssignment/Details/view
Approval,Approval,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/Approval/Details/view
Asset,Asset,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/Asset/Details/view
Asset Feed,AssetFeed,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AssetFeed/Details/view
Asset History,AssetHistory,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AssetHistory/Details/view
Asset Relationship,AssetRelationship,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AssetRelationship/Details/view
Asset Relationship Feed,AssetRelationshipFeed,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AssetRelationshipFeed/Details/view
Asset Relationship History,AssetRelationshipHistory,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AssetRelationshipHistory/Details/view
Asset Share,AssetShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AssetShare/Details/view
Asset Token Event,AssetTokenEvent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AssetTokenEvent/Details/view
Assignment Rule,AssignmentRule,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AssignmentRule/Details/view
Associated Location,AssociatedLocation,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AssociatedLocation/Details/view
Associated Location History,AssociatedLocationHistory,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AssociatedLocationHistory/Details/view
Apex Job,AsyncApexJob,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AsyncApexJob/Details/view
Async Operation Event,AsyncOperationEvent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AsyncOperationEvent/Details/view
Async Operation Status,AsyncOperationStatus,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AsyncOperationStatus/Details/view
Asynchronous Report Run Event Log,AsyncReportRunEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AsyncReportRunEventLog/Details/view
Attached Content Document,AttachedContentDocument,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AttachedContentDocument/Details/view
Note,AttachedContentNote,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AttachedContentNote/Details/view
Attachment,Attachment,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/Attachment/Details/view
Lightning Component Definition,AuraDefinition,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuraDefinition/Details/view
Aura Component Bundle,AuraDefinitionBundle,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuraDefinitionBundle/Details/view
Aura Definition Bundle Info,AuraDefinitionBundleInfo,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuraDefinitionBundleInfo/Details/view
Aura Definition Info,AuraDefinitionInfo,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuraDefinitionInfo/Details/view
Aura Request Event Log,AuraRequestEventLog,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuraRequestEventLog/Details/view
Authentication Configuration,AuthConfig,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthConfig/Details/view
Authentication Configuration Auth. Provider,AuthConfigProviders,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthConfigProviders/Details/view
Auth. Provider,AuthProvider,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthProvider/Details/view
Auth Session,AuthSession,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthSession/Details/view
Authorization Form,AuthorizationForm,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationForm/Details/view
Authorization Form Consent,AuthorizationFormConsent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormConsent/Details/view
Authorization Form Consent History,AuthorizationFormConsentHistory,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormConsentHistory/Details/view
Authorization Form Consent Share,AuthorizationFormConsentShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormConsentShare/Details/view
Authorization Form Data Use,AuthorizationFormDataUse,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormDataUse/Details/view
Authorization Form Data Use History,AuthorizationFormDataUseHistory,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormDataUseHistory/Details/view
Authorization Form Data Use Share,AuthorizationFormDataUseShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormDataUseShare/Details/view
Authorization Form History,AuthorizationFormHistory,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormHistory/Details/view
Authorization Form Share,AuthorizationFormShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormShare/Details/view
Authorization Form Text,AuthorizationFormText,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormText/Details/view
Authorization Form Text Feed,AuthorizationFormTextFeed,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormTextFeed/Details/view
Authorization Form Text History,AuthorizationFormTextHistory,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/AuthorizationFormTextHistory/Details/view
Background Operation,BackgroundOperation,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BackgroundOperation/Details/view
Batch Apex Error Platform Event,BatchApexErrorEvent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchApexErrorEvent/Details/view
Batch Data Source,BatchDataSource,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchDataSource/Details/view
Batch Data Source Filter Criteria,BatchDataSrcFilterCriteria,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchDataSrcFilterCriteria/Details/view
Batch Job,BatchJob,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJob/Details/view
Batch Job Definition,BatchJobDefinition,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobDefinition/Details/view
Batch Job Feed,BatchJobFeed,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobFeed/Details/view
Batch Job History,BatchJobHistory,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobHistory/Details/view
Batch Job Part,BatchJobPart,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobPart/Details/view
Batch Job Part Failed Record,BatchJobPartFailedRecord,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobPartFailedRecord/Details/view
Batch Job Part Failed Record Feed,BatchJobPartFailedRecordFeed,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobPartFailedRecordFeed/Details/view
Batch Job Part Failed Record History,BatchJobPartFailedRecordHistory,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobPartFailedRecordHistory/Details/view
Batch Job Part Feed,BatchJobPartFeed,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobPartFeed/Details/view
Batch Job Part History,BatchJobPartHistory,False,,Fivetran Data Loader,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobPartHistory/Details/view
Batch Job Share,BatchJobShare,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobShare/Details/view
Batch Job Status Changed Event,BatchJobStatusChangedEvent,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchJobStatusChangedEvent/Details/view
Batch Process Job Definition View,BatchProcessJobDefView,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchProcessJobDefView/Details/view
Batch Process Job Definition,BatchProcessJobDefinition,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BatchProcessJobDefinition/Details/view
Bot,BotDefinition,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BotDefinition/Details/view
Bot Version,BotVersion,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BotVersion/Details/view
Letterhead,BrandTemplate,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BrandTemplate/Details/view
Branding Set,BrandingSet,False,,,,,,,,,,False,,,,,https://sonar1.lightning.force.com/lightning/setup/ObjectManager/BrandingSet/Details/view
